UUID,CCSS,Standard Group,Human Readable,Grade Group,Category,OLO ID,OLO Description,
89a9fa01-9daa-4b94-89c4-909b3eb45830,4.OA.3,OLO.Math,Open Learning Objectives-Math,Elementary,Estimation with subtraction,OLO.ESTSUB.2,Estimate differences to the nearest hundred,
26e96a1a-b282-417b-8f6c-840063123ba1,4.OA.3,OLO.Math,Open Learning Objectives-Math,Elementary,Estimation with subtraction,OLO.ESTSUB.3,Estimate differences to the nearest thousand,
73cb69af-4e61-4072-92f6-1b3a66823a8b,4.OA.3,OLO.Math,Open Learning Objectives-Math,Elementary,Estimation with subtraction,OLO.ESTSUB.4,"Estimate differences to the nearest ten, hundred, or thousand",
d778e69b-b50e-41b4-949a-d75391bdf0b4,4.OA.3,OLO.Math,Open Learning Objectives-Math,Elementary,Estimation with subtraction,OLO.ESTSUB.5,Estimate differences to the leading digit for numbers up to four digits,
f6dad78d-c722-4ece-be74-50ca6bda868e,5.NBT.2,OLO.Math,Open Learning Objectives-Math,Elementary,Exponents,OLO.EXP.1,Calculate 10 to the power of up to 5,
d1c22622-caa3-4367-90b3-ccc0a7316225,5.NBT.2,OLO.Math,Open Learning Objectives-Math,Elementary,Exponents,OLO.EXP.2,Solve word problems involving exponents,
0fa48447-a7b1-455d-a458-f9759351d975,3.OA.4,OLO.Math,Open Learning Objectives-Math,Elementary,Factors,OLO.FACTORS.1,Solve for an unknown factor using multiplication,
d2db3083-ec42-40df-9f89-eb00ee03e32d,4.OA.4,OLO.Math,Open Learning Objectives-Math,Elementary,Factors,OLO.FACTORS.2,Find factor pairs in the range 1-100,
4f89ee50-8df0-4192-af72-cba12c61f19f,4.OA.4,OLO.Math,Open Learning Objectives-Math,Elementary,Factors,OLO.FACTORS.3,Determine whether a given whole number in the range 1–100 is prime or composite.,
3af7acfd-abd4-4306-87b3-ca3beef56a99,2.NBT.4,OLO.Math,Open Learning Objectives-Math,Elementary,Fractions,OLO.FRAC.1,Find Least Common Multiple up to 20,
da92a40a-7473-40ae-a761-48e0d9f6730c,3.NF.2.a,OLO.Math,Open Learning Objectives-Math,Elementary,Fractions,OLO.FRAC.2,Represent a fraction a/b on a number line diagram by marking off a lengths 1/b from 0. ,
3576ea5c-b9ba-4b58-8897-44ad9985f900,3.NF.2.b,OLO.Math,Open Learning Objectives-Math,Elementary,Fractions,OLO.FRAC.3,Recognize that a unit fraction a/b when a and b are not equal to 0 can be found on a number line,
1c7fbc3b-150d-4e9f-8099-85a3ff04310d,3.NF.3,OLO.Math,Open Learning Objectives-Math,Elementary,Fractions,OLO.FRAC.3,Recognize that a unit fraction a/b when a and b are not equal to 0 can be found on a number line,
8df80766-835e-4437-8080-1083727dfda9,3.NF.3.b,OLO.Math,Open Learning Objectives-Math,Elementary,Fractions,OLO.FRAC.5,Generate simple equivalent fractions for denominators up to 12,
dcd2ec55-9961-47eb-b47d-d72ea511ed13,3.NF.3.b,OLO.Math,Open Learning Objectives-Math,Elementary,Fractions,OLO.FRAC.6,Reduce fractions to lowest terms using denominators up to 20,
056c3f1f-49c2-4b23-98aa-bf924a83c00d,3.NF.3.b,OLO.Math,Open Learning Objectives-Math,Elementary,Fractions,OLO.FRAC.4,Recognize simple equivalent fractions for denominators up to 12,
24e94a34-9774-4d5f-a767-60899cc7aec5,3.NF.3.d,OLO.Math,Open Learning Objectives-Math,Elementary,Fractions,OLO.FRAC.7,Compare fractions in most simple form by using < = > using denominators up to 12 ,
421d56c2-cd0f-4889-9352-1ec9afaad652,4.NF.1,OLO.Math,Open Learning Objectives-Math,Elementary,Fractions,OLO.FRAC.4,Recognize simple equivalent fractions for denominators up to 12,
bc03ad45-fe3a-4e40-aebd-8372648590bc,4.NF.2,OLO.Math,Open Learning Objectives-Math,Elementary,Fractions,OLO.FRAC.8,Compare two fractions with different numerators and different denominators up to 12,
95c6306b-b229-4228-a4c9-f87355019241,4.NF.5,OLO.Math,Open Learning Objectives-Math,Elementary,Fractions,OLO.FRAC.5,Generate simple equivalent fractions for denominators up to 12,
aa59b053-5928-4130-b9fe-3c9904ee15a1,4.OA.4,OLO.Math,Open Learning Objectives-Math,Elementary,Fractions,OLO.FRAC.9,Find Greatest Common Factor for numbers up to two digits,
78a08bd3-ce39-443e-bd82-44c7a5237a7c,5.MD.2,OLO.Math,Open Learning Objectives-Math,Elementary,Fractions,OLO.FRAC.10,Use operations on fractions to solve problems involving information presented in line plots.,
b0286357-14c2-4705-81d4-5a97eb780584,5.NF.1,OLO.Math,Open Learning Objectives-Math,Elementary,Fractions,OLO.FRAC.5,Generate simple equivalent fractions for denominators up to 12,
c571d6ac-cf43-4cfe-9522-ad3e20c8c705,5.NF.2,OLO.Math,Open Learning Objectives-Math,Elementary,Fractions,OLO.FRAC.7,Compare fractions in most simple form by using < = > using denominators up to 12 ,
7bc5920c-e32c-4247-9523-9e71ad01c6a1,5.NF.6,OLO.Math,Open Learning Objectives-Math,Elementary,Fractions,OLO.FRAC.4,Recognize simple equivalent fractions for denominators up to 12,
05a03469-b0b2-4201-8590-85bca952e45a,1.G.1,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.6,Recognize and draw shapes with specified attributes such as number of angles or faces,
8ca9bd34-16be-4716-a11b-bd9d125840f8,1.G.2,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.1,"Compose composite shapes in 2-D from triangle, circles, rectangles and squares. ",
4b3ea184-75e9-44af-8e06-1d877563edae,1.G.2,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.16,"Compose composite shapes in 3-D (cubes, right rectangular prisms, right circular cones, right circular cylinders)",
6886a9ba-3e8b-439f-9142-4acff2cf4458,1.G.3,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.2,Partition circles and rectangles into halves and quarters,
db1e379f-c6d3-43d4-8b1f-788560663c0d,1.G.3,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.3,"Partition circles and rectangles into 2, 3 or 4 equal shares",
0e529d27-b1f9-447a-928c-7f0ce3d174db,1.G.3,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.4,"Describe shapes using ""halves"", ""thirds"", ""half of"", etc.",
e0e09cf9-8075-46e6-89ea-6d5cc923f26c,2.G.1,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.5,"Recognize triangles, quadrilaterals, pentagons, hexagons, trapezoids, and cubes",
0a5a3f1b-a04f-447a-8467-edcbe969b0e7,2.G.1,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.6,Recognize and draw shapes with specified attributes such as number of angles or faces,
27039524-397b-40a4-9ef6-284d835086fe,2.G.3,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.3,"Partition circles and rectangles into 2, 3 or 4 equal shares",
8b5117b7-6543-4be0-9fca-0d1c7bd90729,2.G.3,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.4,"Describe shapes using ""halves"", ""thirds"", ""half of"", etc.",
f0f1b1f4-b5c8-4c14-9367-0cf6eb1d5b3c,3.G.1,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.7,"Recognize rhombuses, rectangles, and squares as examples of quadrilaterals",
fa61b42e-708b-41f3-9945-bb153725312b,3.G.2,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.8,Partition shapes into equal sections and express those parts as a unit fraction of the whole,
fc172e0b-990a-4c17-ba00-fd5613c85487,3.MD.7,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.13,Model shapes by building component parts,
523b77ed-466e-4d68-a816-8c1a3da6817b,3.MD.7.d,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.9,Related area as additive - be able to decompose rectangular shapes into areas and add the parts to get the overall area,
f3ede784-fe45-4702-b93a-0eba63297558,3.NF.1,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.8,Partition shapes into equal sections and express those parts as a unit fraction of the whole,
90230003-2c53-4824-8032-11a0519a6b7c,4.G.1,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.10,"Draw points, lines, line segments, rays, angles (right, acute, obtuse), and perpendicular and parallel lines",
7e0b82a0-9a67-4606-994d-9361d2467b50,4.G.1,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.11,"Identify points, lines, line segments, rays, angles, perpendicular and parallel lines in 2-D figure",
2f0741c7-3e51-473f-a05a-f98881b37f53,4.G.2,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.6,Recognize and draw shapes with specified attributes such as number of angles or faces,
4735a76c-7ed5-4a51-9144-941caee286ae,4.G.2,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.12,Recognize different types of triangles by side and angle; right and others,
908833e7-afbf-4756-9b29-184d73a7f29a,4.OA.4,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.14,Create more complex shapes from simple shapes,
d86f72cf-75fc-4d2a-9c0e-a7222e0bc0f6,4.OA.4,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.13,Model shapes by building component parts,
b010334b-6bc6-4f8b-9822-517186c0a6bf,5.G.3,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.18,Understand attributes belonging to a category of two- dimensional figures also belong to all subcategories of that category. ,
f40cfb77-f2e2-4378-838a-2cd87baa02d2,5.G.4,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.17,Classify 2-dimensional shapes based on properties,
2adefa87-93ed-42ca-94c6-6610456db934,5.MD.4,OLO.Math,Open Learning Objectives-Math,Elementary,Geometry,OLO.GEO.8,Partition shapes into equal sections and express those parts as a unit fraction of the whole,
72bc048b-acb6-417a-8f9c-f15b33178e6f,2.MD.10,OLO.Math,Open Learning Objectives-Math,Elementary,Graphing/Modeling,OLO.GRAPHMOD.1,Draw a picture graph and bar graph (single unit scale) to represent a data set,
c21648cb-03ad-4a2b-819d-ad75abd094e5,2.MD.9,OLO.Math,Open Learning Objectives-Math,Elementary,Graphing/Modeling,OLO.GRAPHMOD.2,"Show measurements by making a line plot, where horizontal scale is marked off in whole units",
f09cd31b-fd5d-48a0-a036-34ff40a4b8f1,3.MD.3,OLO.Math,Open Learning Objectives-Math,Elementary,Graphing/Modeling,OLO.GRAPHMOD.3,Draw a scaled picture and bar graph to represent a data set. ,
1fd61f75-f5fd-428e-b04c-a30abc51858f,3.MD.3,OLO.Math,Open Learning Objectives-Math,Elementary,Graphing/Modeling,OLO.GRAPHMOD.4,"Solve one-step ""how many"" problems using a picture or bar graph",
2e4b24c2-8407-43ba-8970-0c096831a7ae,3.MD.3,OLO.Math,Open Learning Objectives-Math,Elementary,Graphing/Modeling,OLO.GRAPHMOD.5,"Solve two-step ""how many"" problems using a picture or bar graph",
cb3db9ce-0fe8-4ac3-bca0-6918282bd3eb,1.MD.1,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.1,Order 3 objects by length,
0ef247de-b7ba-4903-bd94-396645b9084e,1.MD.1,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.2,Compare the lengths of two objects indirectly by using a third object.,
3c860b90-5815-49e3-86a1-251e29fd5fd3,1.MD.2,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.1,Order 3 objects by length,
ec5a645c-d0e5-47b8-9e2b-5326f8e3d50c,1.MD.2,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.6,Generate measurement data by measuring lengths of several objects to nearest whole unit,
250d0025-2c5e-44a0-9ba2-42bd485bc8c4,1.MD.4,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.3,Organize and quantify data with 3 categories,
eefcd707-9ef0-4630-9c15-5ee7559514b0,2.MD.1,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.10,Generate measurement data by measuring lengths using rulers marked with halves and fourths of an inch,
776748e3-a55c-40b9-b250-997cbb5d0976,2.MD.2,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.4,"Measure an object twice using different units, describe relationship between units",
140ec2bf-bcca-4cbf-b78f-c5904a7d9fef,2.MD.3,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.6,Generate measurement data by measuring lengths of several objects to nearest whole unit,
d46fd8a1-e5f9-4de2-b5c0-7ae33230aa5a,2.MD.4,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.5,Use measurements to determine the difference of lengths between 2 objects,
d291ae1d-9e7b-4ec4-9a4e-b8fe9ea8f161,2.MD.5,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.16,Measure lengths to nearest whole number,
a5570463-5000-40b3-b085-9fadf1a36947,2.MD.6,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.14,Represent measurement quantities using diagrams such as number line diagrams that feature a measurement scale,
1c6b665f-e6b3-46b8-ae84-e97e9d0ff631,2.MD.6,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.20,"Show data created from measurements on a ruler graphically with appropriate scale (halves, quarter inches)",
d9b54202-12aa-4385-abba-fa1861bd6f9c,2.MD.9,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.6,Generate measurement data by measuring lengths of several objects to nearest whole unit,
be69e3a4-af5b-4017-aff8-b53f7a27db27,3.MD.2,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.7,Measure weight/mass using fractions or mixed numbers,
5a989216-d231-4d47-b314-718e8e45039f,3.MD.2,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.8,"Measure liquid volumes and masses of objects using standard units of grams (g), kilograms (kg), and liters (l",
a35c68d3-7923-457d-9f14-ad121871eacd,3.MD.2,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.9,Measure weight/mass using decimals,
8092857a-d561-48b0-baf3-7326f759c3eb,3.MD.4,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.10,Generate measurement data by measuring lengths using rulers marked with halves and fourths of an inch,
b220bdae-0314-4054-a8f1-7d23660a64ba,3.MD.4,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.11,"Show data by making a line plot, where the horizontal scale is appropriately marked",
ccceed2a-5025-4d64-a072-80caeafb642a,3.MD.4,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.20,"Show data created from measurements on a ruler graphically with appropriate scale (halves, quarter inches)",
01b18ef9-131f-44dc-b76e-48845a3c5e47,3.MD.5,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.COP.4,"Show data by making a line plot, where the horizontal scale is appropriately marked",
951d306d-9117-48da-8774-82f43da1f46b,4.MD.1,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.12,Record measurement equivalents in a two- column table,
7737f3ad-1dad-4685-bb39-52b01b0da941,4.MD.1,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.13,"Generate a conversion table for feet and inches listing the number pairs (1, 12), (2, 24), (3, 36)",
33053a6e-d213-4733-8bb9-1b4d09c49bdc,4.MD.2,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.14,Represent measurement quantities using diagrams such as number line diagrams that feature a measurement scale,
2d1b129f-6d30-4eca-b2e5-1f6601cfb557,4.MD.4,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.15,"Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8)",
48d21bcb-08c6-493e-b4e9-cea9ba72eab1,5.MD.1,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.16,Measure lengths to nearest whole number,
0912f014-67b2-4413-96f6-f179a3b08251,5.MD.1,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.17,Measure lengths using fractions or mixed numbers,
6ca846b4-273a-4661-90a7-0e2c5adfa47e,5.MD.1,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.18,Measure lengths using decimals,
13315f33-5465-4e4d-a4f1-a581744c8a5a,5.MD.1,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.19,Measure weight/mass to nearest whole number,
79906e9c-746c-4122-a9a2-308239f11455,5.MD.2,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.15,"Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8)",
05fa123d-bc33-4433-8470-fb7ac838b7e6,5.NF.5,OLO.Math,Open Learning Objectives-Math,Elementary,Measurement and data,OLO.MD.14,Represent measurement quantities using diagrams such as number line diagrams that feature a measurement scale,
0e8a10a4-1ed9-4b7f-b49f-448b34d3df60,2.MD.8,OLO.Math,Open Learning Objectives-Math,Elementary,Money,OLO.MONEY.1,Know the value of individual coins,
896dd803-dd4f-428d-a22d-3dcd9f995bfb,2.MD.8,OLO.Math,Open Learning Objectives-Math,Elementary,Money,OLO.MONEY.2,Name the coins,
7e9b9c32-3f0d-426a-b392-cfde6a845fe1,2.MD.8,OLO.Math,Open Learning Objectives-Math,Elementary,Money,OLO.MONEY.3,Find the value of a collection of coins,
021bf216-a8c4-4ac3-9015-4e473bae2ce5,2.MD.8,OLO.Math,Open Learning Objectives-Math,Elementary,Money,OLO.MONEY.4,Find the value of a collection of coins and bills,
08e0436e-6735-41f1-a4a6-6af9b76880ad,2.MD.8,OLO.Math,Open Learning Objectives-Math,Elementary,Money,OLO.MONEY.5,Solve word problems to find the value of a collection of coins and bills,
6e2f9880-6905-4c9f-8057-1afbb16142a4,2.MD.8,OLO.Math,Open Learning Objectives-Math,Elementary,Money,OLO.MONEY.6,Add and subtract with money,
829a6a83-39af-4f07-8852-460f6ad722aa,2.MD.8,OLO.Math,Open Learning Objectives-Math,Elementary,Money,OLO.MONEY.7,Solve word problems involving addition and subtraction with money,
29869c23-227d-4b1b-b974-6c179cdc1a97,2.NBT.9,OLO.Math,Open Learning Objectives-Math,Elementary,Multiplication,OLO.MULT.1,Write an addition equation and a multiplication equation to solve the same problem (within 100),
ad43beec-8997-49ee-b567-91c52ead00dc,2.OA.4,OLO.Math,Open Learning Objectives-Math,Elementary,Multiplication,OLO.MULT.1,Write an addition equation and a multiplication equation to solve the same problem (within 100),
e9b8320a-ec1f-447f-b152-2621ce12a22d,3.NBT.3,OLO.Math,Open Learning Objectives-Math,Elementary,Multiplication,OLO.MULT.2,Multiply a 2-digit number by a multiple of 10,
ed99ef2c-f55c-41aa-ac1e-c453aed916fe,3.NBT.3,OLO.Math,Open Learning Objectives-Math,Elementary,Multiplication,OLO.MULT.3,Multiply a 1-digit number by a 2-digit number,
b92fdc36-3df9-4850-a845-de2cb8543dad,3.OA.1,OLO.Math,Open Learning Objectives-Math,Elementary,Multiplication,OLO.MULT.1,Write an addition equation and a multiplication equation to solve the same problem (within 100),
55b210ab-c34c-4410-842f-cfcddff192c5,3.OA.7,OLO.Math,Open Learning Objectives-Math,Elementary,Multiplication,OLO.MULT.2,Multiply a 2-digit number by a multiple of 10,
953078c8-c1bc-4bb5-b226-e0f909dfda4e,4.NBT.5,OLO.Math,Open Learning Objectives-Math,Elementary,Multiplication,OLO.MULT.3,Multiply a 1-digit number by a 2-digit number,
580897a2-9a25-434e-bad7-2e9851be443c,4.NBT.5,OLO.Math,Open Learning Objectives-Math,Elementary,Multiplication,OLO.MULT.4,Multiply a 1-digit number by a 4-digit number,
0df07782-0e58-4764-bd5f-920fa66a0540,4.NBT.5,OLO.Math,Open Learning Objectives-Math,Elementary,Multiplication,OLO.MULT.5,Multiply two 2-digit numbers by a 2 digit number,
a08d0158-c1a5-4efb-9df0-e1460dcc93da,4.NBT.6,OLO.Math,Open Learning Objectives-Math,Elementary,Multiplication,OLO.MULT.6,Multiply two 3-digit numbers,
c6a0360a-bc7e-4e34-9ffd-3e3ecabcfb4f,4.NBT.6,OLO.Math,Open Learning Objectives-Math,Elementary,Multiplication,OLO.MULT.7,Multiply two 3-digit numbers using the standard algorithm,
10ba2203-1e1c-4818-87ff-446882fcf849,4.OA.2,OLO.Math,Open Learning Objectives-Math,Elementary,Multiplication,OLO.MULT.1,Write an addition equation and a multiplication equation to solve the same problem (within 100),
c383756a-cc3d-4ee9-91c0-4024de36cc51,5.NBT.5,OLO.Math,Open Learning Objectives-Math,Elementary,Multiplication,OLO.MULT.8,Multiply two 1-digit numbers,
4c9b0e20-3bf7-458b-bb41-d1fc6e15fcf8,4.NF.4,OLO.Math,Open Learning Objectives-Math,Elementary,Multiply and divide fractions,OLO.MULTDIVFRAC.1,Multiply and reduce to lowest terms using denominators up to 12,
42f8fbad-8a8a-44e0-8f27-94987966747c,4.NF.4,OLO.Math,Open Learning Objectives-Math,Elementary,Multiply and divide fractions,OLO.MULTDIVFRAC.2,Multiply a fraction by a whole number up to 20,
28e6ac17-b456-4cfa-b2be-bf9cdf4fb5e9,4.NF.4.a,OLO.Math,Open Learning Objectives-Math,Elementary,Multiply and divide fractions,OLO.MULTDIVFRAC.3,Divide and reduce to lowest terms,
ef8b5ba2-64d2-4a98-9488-cc1b69950452,5.NF.3,OLO.Math,Open Learning Objectives-Math,Elementary,Multiply and divide fractions,OLO.MULTDIVFRAC.4,Divide fractions using denominators up to 12,
f904ef70-e599-4919-925b-908c9aead263,5.NF.3,OLO.Math,Open Learning Objectives-Math,Elementary,Multiply and divide fractions,OLO.MULTDIVFRAC.6,Solve word problems involving fractions and all four operations,
9309d813-978a-4453-9b17-6db0e359c7d6,5.NF.4.a,OLO.Math,Open Learning Objectives-Math,Elementary,Multiply and divide fractions,OLO.MULTDIVFRAC.4,Divide fractions using denominators up to 12,
5128aafb-a8f0-46bb-83e2-7441a4b72273,5.NF.6,OLO.Math,Open Learning Objectives-Math,Elementary,Multiply and divide fractions,OLO.MULTDIVFRAC.5,Multiply and divide mixed numbers up to 20,
318c7313-48c1-4151-a8fd-a5bb93266d21,5.NF.6,OLO.Math,Open Learning Objectives-Math,Elementary,Multiply and divide fractions,OLO.MULTDIVFRAC.6,Solve word problems involving fractions and all four operations,
b95715a6-94ea-4c55-af1d-a0165dad9f5b,5.NF.7,OLO.Math,Open Learning Objectives-Math,Elementary,Multiply and divide fractions,OLO.MULTDIVFRAC.7,Divide fractions by whole numbers,
478b1e18-bcac-4543-b063-75cfd7d93b8d,5.NF.7,OLO.Math,Open Learning Objectives-Math,Elementary,Multiply and divide fractions,OLO.MULTDIVFRAC.8,Divide whole numbers by fractions,
ce7febed-6e08-4cba-84da-78348c76036c,3.OA.8,OLO.Math,Open Learning Objectives-Math,Elementary,Order of operations / grouping symbols,OLO.OOG.1,Evaluate problems using the multiplication sign or parentheses to indicate multiplication,
8eed0b0c-b23a-4115-8b87-2c7fec4e4217,3.OA.8,OLO.Math,Open Learning Objectives-Math,Elementary,Order of operations / grouping symbols,OLO.OOG.2,Use Grouping symbols (parentheses) to evaluate expressions. ,
0985311e-264a-4928-a808-b1ea9702dcd7,5.OA.1,OLO.Math,Open Learning Objectives-Math,Elementary,Order of operations / grouping symbols,OLO.OOG.1,Evaluate problems using the multiplication sign or parentheses to indicate multiplication,
cd172997-30a2-4123-88c7-589f40ec8faf,5.OA.1,OLO.Math,Open Learning Objectives-Math,Elementary,Order of operations / grouping symbols,OLO.OOG.2,Use Grouping symbols (parentheses) to evaluate expressions. ,
df50a0ca-97c0-4e13-a0bb-40fe8b142582,5.OA.1,OLO.Math,Open Learning Objectives-Math,Elementary,Order of operations / grouping symbols,OLO.OOG.3,Evaluate problems using accurate order of operations (no parentheses),
f3fcb937-e4f1-426e-8bb4-109254367087,5.OA.1,OLO.Math,Open Learning Objectives-Math,Elementary,Order of operations / grouping symbols,OLO.OOG.4,"Use Grouping symbols (parentheses, brackets) to evaluate expressions. ",
24e3b239-261d-402b-a043-45ac31d465e1,5.OA.1,OLO.Math,Open Learning Objectives-Math,Elementary,Order of operations / grouping symbols,OLO.OOG.5,"Use Grouping symbols (parentheses, brackets, braces) to evaluate expressions. ",
802d19fa-07a1-4675-aa22-a5803e5caaa5,5.OA.2,OLO.Math,Open Learning Objectives-Math,Elementary,Order of operations / grouping symbols,OLO.OOG.6,Solve word problems involving order of operations and the use of grouping,
126258ae-8140-438e-be3b-c462b65c5266,3.OA.8,OLO.Math,Open Learning Objectives-Math,Elementary,Patterns,OLO.PAT.1,Solve word problems with patterns,
37ea9be0-d01e-4ec1-bf35-b6a355c9c449,3.OA.9,OLO.Math,Open Learning Objectives-Math,Elementary,Patterns,OLO.PAT.1,Solve word problems with patterns,
f02a4ac2-b8cc-4c32-9397-52709d4ef10d,4.OA.5,OLO.Math,Open Learning Objectives-Math,Elementary,Patterns,OLO.PAT.2,Generate the next 5 numbers in a sequence as the result of a rule,
4f2f9a4c-3063-4946-9776-acfab1b64ce7,4.OA.5,OLO.Math,Open Learning Objectives-Math,Elementary,Patterns,OLO.PAT.3,Generate the next 5 numbers in a sequence when given the first 5 numbers,
cddf0542-e9b2-40e0-a4b7-9f2b3d5e4508,4.NF.7,OLO.Math,Open Learning Objectives-Math,Elementary,Percentages,OLO.PER.1,"Compare percentages including the base (e.g., 30% of 30 vs. 50% of 10)",
c6c99af9-927d-491f-8adf-95137db821c2,5.NBT.3.a,OLO.Math,Open Learning Objectives-Math,Elementary,Percentages conversions,OLO.PERCCONV.1,Convert decimals in hundredths to percentages,
0a7a6b3b-37c5-4664-8173-e453fbe37a9c,5.NBT.3.a,OLO.Math,Open Learning Objectives-Math,Elementary,Percentages conversions,OLO.PERCCONV.2,Convert decimals in thousandths to percentages,
9263a35b-4326-4763-82eb-66c4cb4ec574,5.NBT.3.a,OLO.Math,Open Learning Objectives-Math,Elementary,Percentages conversions,OLO.PERCCONV.3,Convert percentages to decimals in hundredths,
3259ff2f-fe45-43ba-9130-36ab5d6c99b3,5.NBT.3.a,OLO.Math,Open Learning Objectives-Math,Elementary,Percentages conversions,OLO.PERCCONV.4,Convert percentages to decimals in thousandths,
1295ac71-824d-4dfa-adaa-9ff65877aee9,5.NBT.3.a,OLO.Math,Open Learning Objectives-Math,Elementary,Percentages conversions,OLO.PERCCONV.5,Convert fractions to percentages (denominators up to 12),
7752d09b-9d77-4365-9ce9-bd0bbd48b9b2,5.NBT.3.a,OLO.Math,Open Learning Objectives-Math,Elementary,Percentages conversions,OLO.PERCCONV.6,Convert percentages up to hundredths to fractions,
fdf4395d-0fac-47bc-aacc-54e6d03aa190,5.NBT.3.a,OLO.Math,Open Learning Objectives-Math,Elementary,Percentages operations,OLO.PERCOP.1,Add percentages up to two decimal points,
88c10142-0f2d-4e30-a748-d378631ebd8d,5.NBT.3.a,OLO.Math,Open Learning Objectives-Math,Elementary,Percentages operations,OLO.PERCOP.2,Subtract percentages up to two decimal points,
e8271650-d952-454f-99b5-9c75db3e0ad9,5.NBT.3.a,OLO.Math,Open Learning Objectives-Math,Elementary,Percentages operations,OLO.PERCOP.3,Calculate a percentage a number (x% of y is z),
e298f9ef-e558-4812-97af-fbeced768f3b,5.NBT.3.a,OLO.Math,Open Learning Objectives-Math,Elementary,Percentages operations,OLO.PERCOP.4,Calculate a number as a percentage of another (x is y% of z),
7ef132a1-b63a-4f74-8388-6075e2545e3a,5.NBT.3.a,OLO.Math,Open Learning Objectives-Math,Elementary,Percentages operations,OLO.PERCOP.5,Solve word problems using percentages,
