Unique ID,England 'Year',Key Stage,England Strand,England Code,England Descriptor
3d6b1a31-5423-49b9-aa6b-37474785e855,5,Upper Key Stage 2,Measurement,Ma6_3.1.d,Recognise that shapes with the same areas can have different perimeters and vice versa.
e2662550-1d7a-4707-88db-20a134a6223c,5,Upper Key Stage 2,Measurement,Ma5_3.1.d ,"Calculate and compare the area of rectangles (including squares) including using standard units, square centimetres (cm2) and square metres (m2) and estimate the area of irregular shapes"
18e513d5-d2df-4122-a4d5-c16e3d657822,5,Upper Key Stage 2,Measurement,Ma5_3.1.c,Measure and calculate the perimeter of composite rectilinear shapes in centimetres and metres
f5e539e2-7653-4559-8a69-c01f1d693c24,5,Upper Key Stage 2,Measurement,Ma3_3.1.b,Measure the perimeter of simple 2-D shapes
351d7023-c752-4ba0-a183-cbccdc08706f,5,Upper Key Stage 2,Number and Place Value,Ma5_2.1.d,"Round any number up to 1,000,000 to the nearest 10, 100, 1,000, 10,000 and 100,000."
a1649062-8f00-4982-b5e2-9d17c336b073,5,Upper Key Stage 2,Number and Place Value,Ma6_2.1.b,Round any whole number to a required degree of accuracy.
6bbbdfb7-9556-4e4f-98a2-374e0e7e23c4,5,Upper Key Stage 2,Number and Place Value,Ma6_2.1.d,Solve number and practical problems that involve all of the above.
b8d68730-a06b-4758-bb52-90ebe30e7b05,5,Upper Key Stage 2,Addition and Subtraction,Ma5_2.2.a,"Add and subtract whole numbers with more than 4 digits,including using formal written methods (columnar addition and subtraction),  estimate and use inverse operations to check answers to a calculation"
af428227-9cc8-41c3-b79f-43d6b6da5891,5,Upper Key Stage 2,Addition and Subtraction,Ma5_2.2.d,"Solve addition and subtraction multi-step problems in contexts, deciding which operations and methods to use and why."
c51197f7-2dcb-47b1-9489-fa8bc3c0ac90,5,Upper Key Stage 2,Multiplication and Division,Ma5_2.3.d,"Multiply numbers up to 4 digits by a one- or two-digit number using a formal written method, including long multiplication for two-digit numbers"
911f511f-471b-44b6-a932-93becfcbda2e,5,Upper Key Stage 2,Multiplication and Division,Ma4_2.2.b,Multiply two-digit and three-digit numbers by a one-digit number using formal written layout
19de096a-de30-4f57-b62f-49c6847cbc2f,5,Upper Key Stage 2,Multiplication and Division,"Ma5_2.3.f, Ma4_2.1.h, Ma4_2.3.b, Ma4_2.3.d, Ma5_2.1.e, Ma6_2.2h         ","Divide numbers up to 4 digits by a one-digit number using the formal written method of short division and interpret remainders appropriately for the context, solve number and practical problems that involve all of the above and with increasingly large positive numbers, use place value, known and derived facts to multiply and divide mentally, including: multiplying by 0 and 1; dividing by 1; multiplying together 3 numbers, solve problems involving addition, subtraction, multiplication and division        "
7bb96e33-b1e5-4821-a675-60b20428cfa2,5,Upper Key Stage 2,Fractions,Ma5_2.4.b ,"Identify, name and write equivalent fractions of a given fraction, represented visually, including tenths and hundredths"
fb052265-e01b-4029-91d0-14b0bd6221a6,5,Upper Key Stage 2,Fractions,Ma5_2.4.d ,Add and subtract fractions with the same denominator and denominators that are multiples of the same number
dd815960-f471-4a3e-9fed-cff58a7dd12b,5,Upper Key Stage 2,Fractions,Ma5_2.4.e ,"Multiply proper fractions and mixed numbers by whole numbers, supported by materials and diagrams"
55659c9f-dc06-4edf-90f0-e75e0e132f7d,5,Upper Key Stage 2,Fractions,Ma5_2.4.c ,Recognise mixed numbers and improper fractions and convert from one form to the other and write mathematical statements > 1 as a mixed number
e603037f-774f-4f07-9ea0-686a0ba3d1c6,5,Upper Key Stage 2,Measurement,Ma5_3.1.g,Use all four operations to solve problems involving measure using decimal notation including scaling.
9afb9943-72f9-4447-961a-a95d0f3f3651,5,Upper Key Stage 2,Measurement,Ma4_3.1.b,Measure and calculate the perimeter of a rectilinear figure (including squares) in centimetres and metres
07f6ca2c-2de1-432f-8e1f-b0e14e47b629,5,Upper Key Stage 2,Properties of Shape,Ma5_3.2.b ,"Know angles are measured in degrees: estimate and compare acute, obtuse and reflex angles"
5af9ec14-6416-45fd-a0ec-a8907e37e9e7,5,Upper Key Stage 2,Properties of Shape,Ma5_3.2.d,"Identify:angles at a point and 1 whole turn (total 360o), angles at a point on a straight line and half a turn (total 180o), other multiples of 90 degrees."
13485ee8-c2ee-47ac-ab9e-ea8eb581c3eb,5,Upper Key Stage 2,Properties of Shape,Ma2_3.3.b,"Use mathematical vocabulary to describe position, direction and movement including movement in a straight line and distinguishing between rotation as a turn and in terms of right angles for quarter, half and three-quarter turns (clockwise and anti-clockwise)."
f1d1c904-bc2d-42e8-a72e-5479307d04e9,5,Upper Key Stage 2,Properties of Shape,Ma5_3.2.c ,"Draw given angles, and measure them in degrees (o)"
4e347a64-bf34-4049-a6fa-fea82f61c5d4,5,Upper Key Stage 2,Number and Place Value,Ma5_2.1.a ,"Read, write, order and compare numbers to at least 1,000,000 and determine the value of each digit"
d44adc53-094b-4709-81dc-890afd513b52,5,Upper Key Stage 2,Number and Place Value,Ma5_2.1.b ,"Count forwards or backwards in steps of powers of 10 for any given number up to 1,000,000"
d84f9351-d1f1-4be6-a2d2-7e8d5c7dfe8b,5,Upper Key Stage 2,Fractions (decimals & percentages),Ma5_2.4.i,"Read, write, order and compare numbers with up to 3 decimal places."
098cc0a3-0047-4e5d-bf39-957e544768ff,5,Upper Key Stage 2,Fractions (decimals & percentages),Ma5_2.4.j,Solve problems involving number up to 3 decimal places
f598601f-437b-4e42-ae92-d2f54586da1f,5,Upper Key Stage 2,Fractions (decimals & percentages),Ma5_2.4.f    ,Read and write decimal numbers as fractions.
7f2fe098-d955-4beb-abdd-cbdf8ccf01e0,5,Upper Key Stage 2,Fractions (decimals & percentages),Ma5_2.4.g,"Recognise and use thousandths and relate them to tenths, hundredths and decimal equivalents"
36894a77-4ac9-4c8f-8d83-890f2cd4641f,5,Upper Key Stage 2,Fractions (decimals & percentages),Ma5_2.4.i,"Read, write, order and compare numbers with up to 3 decimal places"
2551b3ed-0b98-4c29-84c9-cf3486ccd2b2,5,Upper Key Stage 2,Fractions (decimals & percentages),Ma6_2.3g,"Identify the value of each digit in numbers given to three decimal places and multiply and divide numbers by 10, 100 and 1,000 giving answers are up to three decimal places"
a523be70-d808-4f22-86de-cd88d5f6823e,5,Upper Key Stage 2,Statistics,Ma5_4.1.a ,"Solve comparison, sum and difference problems using information presented in a line graph"
8c9f6518-dbaa-4d69-b371-75810321f760,5,Upper Key Stage 2,Measurement,Ma5_3.1.e ,Estimate volume and capacity
180664c0-a42a-46fc-acda-fce17e47f3bd,5,Upper Key Stage 2,Properties of Shapes,Ma5_3.2e  ,Use the properties of rectangles to deduce related facts and find missing lengths and angles.
f06bdfe3-c736-4ff4-bed2-4d0df13f1c51,,,,Ma5_3.2.a,"Identify 3-D shapes, including cubes and other cuboids, from 2-D representations"
ac783b63-3e74-4502-89bc-629584760f10,5,Upper Key Stage 2,Fractions (Decimals and Percentages),Ma5_2.4.k,"Recognise the per cent symbol (%) and understand that per cent relates to “number of parts per 100”, and write percentages as a fraction with denominator 100, and as a decimal fraction,  solve problems which require knowing percentage and decimal equivalents of 1/2, 1/4, 1/5, 2/5, 4/5 and fractions with a denominator of a multiple of 10 or 25. solve problems involving the calculation of percentages and the use of percentages for comparison    interpret fractions and percentages as operators."
,,,,Ma5_2.4.l,
,,,,Ma6_2.4.b,
7b4b6cb6-92fd-484c-a7ac-41aa57d755cb,,,,KS3.N.10,"Define percentage as ‘number of parts per hundred’; interpret percentages and percentage changes as a fraction or a decimal, and interpret these multiplicatively; express one quantity as a percentage of another."
a4df0bae-d398-4aaa-bded-13676d4da67b,,,,KS4.N.12,Compare two quantities using percentages; work with percentages greater than 100%.
9abbc8ff-ead7-4758-854d-007b41179acb,,,,KS4.RP.9,"Solve problems involving percentage change, including percentage increase/decrease and original value problems, and simple interest including in financial mathematics."
5d472058-eeb3-40c4-8d9c-378bbc1f6cc3,5,Upper Key Stage 2,Multiplication and Division,Ma5_2.3.f,Divide numbers up to 4 digits by a one-digit number using the formal written method of short division and interpret remainders appropriately for the context.
d6824dd8-c68a-4f9f-bd13-c80eb4ce9b7a,5,Upper Key Stage 2,Multiplication and Division,Ma5_2.3j,"Solve problems involving addition, subtraction, multiplication and division and a combination of these, including understanding the meaning of the equals sign"
32450fa3-3796-4e90-9914-b7cf8046553d,5,Upper Key Stage 2,Multiplication and Division,Ma5_2.3i,"Recognise and use square numbers and cube numbers, and the notation for squared (2) and cubed (3), solve problems involving multiplication and division, including using their knowledge of factors and multiples, squares and cubes."
710dc6f6-e46c-4740-988b-5b0d54b1f45a,5,Upper Key Stage 2,Multiplication and Division,Ma5_2.3h,"Calculate exactly with fractions, surds and multiples of π;"
9d634bb2-119a-4e73-a9d0-7a51189cf6df,5,Upper Key Stage 2,Multiplication and Division,KS4.N.8,Simplify surd expressions involving squares (e.g. 12 = 4× 3 = 4 × 3 = 2 3 ) and rationalise denominators
3dc924ac-8b40-4df4-ac25-eaf7d963e7b5,5,Upper Key Stage 2,Position and Direction,Ma5_3.3.a ,"Identify, describe and represent the position of a shape following a reflection or translation, using the appropriate language, and know that the shape has not changed."
b238f4d5-0fcf-4abc-a3bb-b6de4bb223a4,6,Upper Key Stage 2,Algebra,Ma6_2.5.b ,Generate and describe linear number sequences
d03648c0-37c5-484b-974a-16b38a0a7c74,6,Upper Key Stage 2,Fractions,Ma6_2.3.b ,"Compare and order fractions, including fractions >1"
a0732db5-bd87-4270-bf3d-a2d54c640d0f,6,Upper Key Stage 2,Measurement,Ma6_3.1.e,Recognise when it is possible to use formulae for area and volume of shapes
6ef9234a-0f45-43ee-b867-9fde2cdae0b8,6,Upper Key Stage 2,Properties of Shape,Ma6_3.2e ,"Recognise angles where they meet at a point, are on a straight line, or are vertically opposite, and find missing angles."
b4ee59fc-29eb-4308-a64d-5461846424c1,6,Upper Key Stage 2,Properties of Shape,Ma6_3.2.c ,"Compare and classify geometric shapes based on their properties and sizes and find unknown angles in any triangles, quadrilaterals, and regular polygons"
92e54d24-a728-43f5-b800-b0ab81a70ed1,6,Upper Key Stage 2,"Addition, Subtraction, Multiplication & Division",Ma6_2.2f ,Use their knowledge of the order of operations to carry out calculations involving the 4 operations
a0bd3a50-3085-4961-9f81-c3e550cebfc2,6,Upper Key Stage 2,Fractions (decimals & percentages),Ma6_2.3j,Solve problems which require answers to be rounded to specified degrees of accuracy
8212efde-1283-4b87-87bf-cf222078b15b,6,Upper Key Stage 2,Fractions (decimals & percentages),Ma4_2.4.h,Round decimals with 1 decimal place to the nearest whole number
f03ef286-53d5-4b41-b11c-eaabc2b48787,6,Upper Key Stage 2,Fractions (decimals & percentages),Ma5_2.2.c,"Use rounding to check answers to calculations and determine, in the context of a problem, levels of accuracy"
79ea1850-12a4-4f64-9086-790a171155b8,6,Upper Key Stage 2,Fractions (decimals & percentages),Ma5_2.4.h,Round decimals with 2 decimal places to the nearest whole number and to 1 decimal place
4a2beb67-04e0-460d-8220-0e1fa4b3a3e1,6,Upper Key Stage 2,"Addition, Subtraction, Multiplication & Division","Ma6_2.2.a, ",Multiply multi-digit numbers up to 4 digits by a two-digit whole number using the formal written method of long multiplication
f3377e23-16a8-4a11-a07a-55df9388d51b,6,Upper Key Stage 2,"Addition, Subtraction, Multiplication & Division",Ma6_2.2.b,"Divide numbers up to 4 digits by a two-digit whole number using the formal written method of long division, and interpret remainders as whole number remainders, fractions, or by rounding, as appropriate for the context."
82a5a373-7bbd-43af-bb5c-2d2cf47ead5d,6,Upper Key Stage 2,"Addition, Subtraction, Multiplication & Division",Ma6_2.2.c,"Divide numbers up to 4 digits by a two-digit number using the formal written method of short division where appropriate, interpreting remainders according to the context"
c639900a-b207-4bb5-951a-178f0fd413e2,6,Upper Key Stage 2,Fractions (decimals & percentages),Ma6_2.3h,Multiply one-digit numbers with up to 2 decimal places by whole numbers.
c24a5c74-f829-46c2-9b7f-8d94307267c0,6,Upper Key Stage 2,Fractions (decimals & percentages),Ma6_2.3i,Use written division methods in cases where the answer has up to 2 decimal places.
6fb0ff6d-1d27-42f6-8f47-ffe6695aeef5,6,Upper Key Stage 2,Fractions (decimals & percentages),Ma4_2.4.j,Solve simple measure and money problems involving fractions and decimals to 2 decimal places.
a242abd8-4d16-4e77-9025-70444b22379f,6,Upper Key Stage 2,Fractions (decimals & percentages),Ma6_2.3.c ,"Add and subtract fractions with different denominators and mixed numbers, using the concept of equivalent fractions"
a9eda1c1-83e7-474f-845d-02e749817d68,6,Upper Key Stage 2,Fractions (decimals & percentages),Ma6_2.3.f ,Associate a fraction with division and calculate decimal fraction equivalents for a simple fraction.
aa4ef318-c437-4ddb-81e9-eafed1eb634c,6,Upper Key Stage 2,Fractions (decimals & percentages),Ma6_2.3.d         ,"Multiply simple pairs of proper fractions, writing the answer in its simplest form"
8be6b9db-1636-42bc-883a-926a05409490,6,Upper Key Stage 2,Fractions (decimals & percentages),Ma6_2.3.d,"Multiply simple pairs of proper fractions, writing the answer in its simplest form"
63dabea8-9d97-4063-9e75-e3ef5d831990,6,Upper Key Stage 2,Fractions (decimals & percentages),Ma6_2.3.a,Use common factors to simplify fractions; use common multiples to express fractions in the same denomination.
6742a5f0-169c-40b4-a354-0cd8a5ad844b,6,Upper Key Stage 2,Fractions (decimals & percentages),KS4.RP.3,"Express one quantity as a fraction of another, where the fraction is less than 1 or greater than 1"
0f0cff34-0923-4ee9-8f8e-2ff50c862ee7,6,Upper Key Stage 2,Fractions (decimals and percentages),Ma6_2.3.e ,Divide proper fractions by whole numbers
076aed13-4acf-4bc5-9ac9-cbc7c1902838,6,Upper Key Stage 2,Fractions (decimals and percentages),"Ma6_2.3.e, ",Divide proper fractions by whole numbers
69d42e30-4b3c-4686-862a-d9afbe09af40,6,Upper Key Stage 2,Measurement,Ma6_3.1.g ,"Calculate, estimate and compare volume of cubes and cuboids using standard units, including cubic centimetres (cm3) and cubic metres (m3), and extending to other units"
2099bc5f-8c41-4955-9e6a-dfd37bf12d05,6,Upper Key Stage 2,Measurement,Ma6_3.1.e,Recognise when it is possible to use formulae for area and volume of shapes.
89fd59ed-0649-49f3-917e-86ae272b2b73,6,Upper Key Stage 2,Measurement,Ma6_3.1.g,"Calculate, estimate and compare volume of cubes and cuboids using standard units, including cubic centimetres (cm3) and cubic metres (m3), and extending to other units"
baedb623-03b1-4254-afd1-630107a7a72b,6,Upper Key Stage 2,Ratio and Proportion,Ma6_2.4.d,Solve problems involving unequal sharing and grouping using knowledge of fractions and multiples.
f13c08cb-b443-4148-9d0b-064296a0c9e2,6,Upper Key Stage 2,Ratio and Proportion,KS3.RP.3,"Express 1 quantity as a fraction of another, where the fraction is less than 1 and greater than 1"
077737bc-47b8-41e6-846c-8174fee9e1ae,6,Upper Key Stage 2,Ratio and Proportion,KS3.RP.5,Divide a given quantity into 2 parts in a given part:part or part:whole ratio;
0e410c2f-f54a-4f66-b1b1-fecc67481e11,6,Upper Key Stage 2,Ratio and Proportion,Ma5_2.3k,Express the division of a quantity into 2 parts as a ratio
4448f1f2-f35d-4f50-a391-0e60ebe17aba,6,Upper Key Stage 2,Ratio and Proportion,KS4.RP.5,"Solve problems involving multiplication and division, including scaling by simple fractions and problems involving simple rates."
c6c33654-1931-4d4b-a4bf-c39f9fb8c40f,6,Upper Key Stage 2,Ratio and Proportion,Ma6_2.4.a ,Solve problems involving the relative sizes of two quantities where missing values can be found by using integer multiplication and division facts
7a85f409-b6a4-47b2-a18b-d561ab37bf37,6,Upper Key Stage 2,"Addition, Subtraction, Multiplication and Division",Ma6_2.2g,"Solve addition and subtraction multi-step problems in contexts, deciding which operations and methods to use and why."
fc98ed2a-e30d-431c-b302-4db1fecfbe0e,6,Upper Key Stage 2,"Addition, Subtraction, Multiplication and Division",Ma5_2.3g,"Multiply and divide whole numbers and those involving decimals by 10, 100 and 1,000."
2c7517d2-8c1b-414e-91ac-7ebcdea34ab3,6,Upper Key Stage 2,"Addition, Subtraction, Multiplication and Division",KS3.N.1,"Understand and use place value for decimals, measures and integers of any size"
8cbda6cd-d8cb-40b7-aed4-52c63245977f,6,Upper Key Stage 2,"Addition, Subtraction, Multiplication and Division",KS3.N.4,"Use the 4 operations, including formal written methods, applied to integers, decimals, proper and improper fractions, and mixed numbers, all both positive and negative"
ce90c36d-996e-4874-b15d-1e20b27fec2b,6,Upper Key Stage 2,"Addition, Subtraction, Multiplication and Division",Ma6_2.2e,"Identify common factors, common multiples and prime numbers"
436a474a-30bb-4b04-a72e-8ed714374886,6,Upper Key Stage 2,"Addition, Subtraction, Multiplication and Division",KS3.N.3,"Use the concepts and vocabulary of prime numbers, factors (or divisors), multiples, common factors, common multiples, highest common factor, lowest common multiple, prime factorisation, including using product notation and the unique factorisation property."
479326a1-dff4-4f51-8b2b-67f2e753d0a3,6,Upper Key Stage 2,"Addition, Subtraction, Multiplication and Division",KS4.N.4,"Use the concepts and vocabulary of prime numbers, factors (divisors), multiples, common factors, common multiples, highest common factor, lowest common multiple, prime factorisation, including using product notation and the unique factorisation theorem"
f62167c1-5c1f-4065-8cb9-1cc8b2bde5b0,6,Upper Key Stage 2,Algebra,Ma6_2.5.a ,Use simple formulae
758ac7d0-ad42-432c-b7db-7f47256aea8c,6,Upper Key Stage 2,Algebra,Ma6_2.5c ,Express missing number problems algebraically
59c0761c-58c0-46f2-b2d9-08bd01780c2f,6,Upper Key Stage 2,Algebra,Ma6_2.5,"Find pairs of numbers that satisfy an equation with two unknowns,  enumerate possibilities of combinations of 2 variables."
88e57f0f-ecb7-4ed9-8578-7dfcb65ca869,6,Upper Key Stage 2,Algebra,Ma6_2.5e,Understand and use standard mathematical formulae
988ccbdb-9d7a-4e6a-97c3-f5a6831e1402,6,Upper Key Stage 2,Algebra,KS3.A.5,Rearrange formulae to change the subject
6187d8dc-0011-4b76-ac63-81a496a4e53a,6,Upper Key Stage 2,Measurement,Ma6_3.1.f,Calculate the area of parallelograms and triangles
03488ebd-90ce-4906-8989-efceaa1006df,6,Upper Key Stage 2,Measurement,KS3.G.1,"Derive and apply formulae to calculate and solve problems involving: perimeter and area of triangles, parallelograms, trapezia, volume of cuboids (including cubes) and other prisms (including cylinders)"
58d3ca74-f8f6-4ca7-a064-7b39bd2c2494,6,Upper Key Stage 2,Measurement,Ma6_3.3.b,"Draw and translate simple shapes on the coordinate plane, and reflect them in the axes."
1a3e8e3e-1171-4086-892b-5f7728e757bb,6,Upper Key Stage 2,Measurement,Ma6_3.2.a,Draw 2-D shapes using given dimensions and angles
7cc0e5d1-328e-48e9-8eb7-8fc14ddf086f,6,Upper Key Stage 2,Measurement,"Ma6_3.3.a,",Describe positions on the full coordinate grid (all 4 quadrants)
6d54f835-35db-443e-88a8-22e248026a3d,6,Upper Key Stage 2,Measurement,Ma6_3.2.b ,"Recognise, describe and build simple 3-D shapes, including making nets"
58e7d6c2-cf07-49c6-b621-215a5d371c17,6,Upper Key Stage 2,Statistics,Ma6_4.1.a,Interpret and construct pie charts and line graphs and use these to solve problems
4d1af20c-34da-4dee-b00d-c94c671bca89,6,Upper Key Stage 2,Statistics,KS4.S.2,"Interpret and construct tables, charts and diagrams, including frequency tables, bar charts, pie charts and pictograms for categorical data, vertical line charts for ungrouped discrete numerical data, tables and line graphs for time series data and know their appropriate use"
dd9257b4-e731-4ce8-8bfc-7e5963cfcec6,6,Upper Key Stage 2,Statistics,KS4.S.3,"Construct and interpret diagrams for grouped discrete data and continuous data, i.e. histograms with equal and unequal class intervals and cumulative frequency graphs, and know their appropriate use"
96da1853-5a1f-44a3-b386-f2b30ed33926,6,Upper Key Stage 2,Statistics,Ma6_4.1.b ,Calculate and interpret the mean as an average.
b0d07d10-9505-425a-ba48-3778dff2c1ce,6,Upper Key Stage 2,Measurement,Ma6_3.2.d,"Illustrate and name parts of circles, including radius, diameter and circumference and know that the diameter is twice the radius."
69a9e4b0-86d0-4300-b16a-d46e174379eb,7 - 9,Key Stage 3,,KS3.G.2,"Calculate and solve problems involving: perimeters of 2-D shapes (including circles), areas of circles and composite shapes know the formulae: circumference of a circle = 2πr = πd, area of a circle = πr 2."
d17f7154-d838-4085-8abb-0c33702d5460,7 - 9,Key Stage 3,,KS4.G.17,"Calculate: perimeters of 2.d shapes, including circles; areas of circles and composite shapes; surface area and volume of spheres, pyramids, cones and composite solids"
4a75ef78-5218-4298-9953-e1f3c78cd53e,6,Upper Key Stage 2,Ratio and Proportion,Ma6_2.4.c ,Solve problems involving similar shapes where the scale factor is known or can be found
7e62853d-00ce-49a8-a3d3-90d684da7154,12 - 13,A-Level,Correlation and regression,S1.CR.2,Explanatory (independent) and response (dependent) variables. Applications and interpretations
19172059-53b4-464e-ab27-95572e6a7b0c,12 - 13,A-Level,Algebra and functions,C1.A.1,Laws of indices for all rational exponents.
222cb4ae-5ba3-4adb-8fe2-61e530b6a987,12 - 13,A-Level,Complex numbers,FP1.CN.1,Definition of complex numbers in the form a + ib and r cos θ + i r sin θ.
2f62b9ec-6987-49cb-a328-655604bd8d3b,12 - 13,A-Level,Complex numbers,FP1.CN.2,"Sum, product and quotient of complex numbers. "
5993812f-9a03-47e5-a422-0dcad66c85a4,12 - 13,A-Level,Complex numbers,FP1.CN.6,Conjugate complex roots of polynomial equations with real coefficients.
80334d30-7728-4492-9c0b-d4fa03200095,12 - 13,A-Level,Complex numbers,FP1.CN.5,Complex solutions of quadratic equations with real coefficients.
b8603f25-d035-4f6a-81c3-9405a72a2675,12 - 13,A-Level,Complex numbers,FP1.CN.3,Geometrical representation of complex numbers in the Argand diagram.   
62839318-1672-4744-bcff-a9308c753556,12 - 13,A-Level,Complex numbers,FP2.PC.1,"Polar coordinates (r, θ ), r ≥ 0."
f87eb627-b20c-4742-b1fa-994b5a2c2515,12 - 13,A-Level,Complex numbers,FP1.CN.3,Geometrical representation of complex numbers in the Argand diagram.
ca7225cd-f313-4501-b4c3-50d6887862e8,12 - 13,A-Level,Complex numbers,FP1.CN.4,"Geometrical representation of sums, products and quotients of complex numbers."
eb0a3412-3d78-41f6-8613-2b3d454fb89c,12 - 13,A-Level,Algebra and functions,C1.A.4,The discriminant of a quadratic function
ec5e1c48-5921-4d1d-aeb5-531d584cb475,12 - 13,A-Level,Vectors,C4.V.2,Magnitude of a vector.
de63fab1-5a13-40ba-9681-35b342a01a1e,12 - 13,A-Level,Matrix Algebra,FP1.MA.3,Multiplication of a matrix by a scalar
33ed945b-2fa2-4f7b-a5e0-034bf80b3b55,12 - 13,A-Level,Matrix Algebra,FP1.MA.2,Addition and subtraction of matrices
7b3b1633-8cb6-4664-89ec-9bc90bed380e,12 - 13,A-Level,Matrix Algebra,FP1.MA.4,Products of matrices.
b61e165e-9222-424f-940e-402a0d5b9886,12 - 13,A-Level,Matrix Algebra,FP1.MA.5,Evaluation of 2 × 2 determinants.
78a597ac-0b06-4326-9042-f01b3653a271,12 - 13,A-Level,Matrix Algebra,FP1.MA.1,Linear transformations of column vectors in two dimensions and their matrix representation.
165edcfe-dc42-491e-9dd7-60bf87f571b6,12 - 13,A-Level,Matrix Algebra,FP1.MA.5, Evaluation of 2 × 2 determinants.
b6272f6d-c701-4820-88ca-d1e4ecd0bc66,12 - 13,A-Level,Matrix Algebra,FP1.MA.6,Inverse of 2 × 2 matrices.
ea900803-0747-462c-bfb1-480f4e3fa884,12 - 13,A-Level,Matrix Algebra,FP1.MA.7,Combinations of transformations.
42ca2ee9-d896-4d09-832f-eff0ead33de6,12 - 13,A-Level,Matrix Algebra,FP1.MA.8,The inverse (when it exists) of a given transformation or combination of transformations.
3a26b3ec-fca8-48c0-8300-980a35d55005,12 - 13,A-Level,Sequences and series,C2.S.1,"The sum of a finite geometric series; the sum to infinity of a convergent geometric series, including the use of r < 1."
3e28ef6a-e92d-4478-9b91-ac9636cbe6d2,12 - 13,A-Level,Sequences and series,FP1.S.1,Summation of simple finite series.
8a27e3cc-66a4-43ef-b527-05ee411b75b5,12 - 13,A-Level,Algebra and functions,C1.A.8,"Algebraic manipulation of polynomials, including expanding brackets and collecting like terms, factorisation."
cb7d98e6-0c3c-4ca2-ac99-6d2308b585b1,12 - 13,A-Level,Algebra and functions,C1.A.8,"Algebraic manipulation of polynomials, including expanding brackets and collecting like terms, factorisation."
244969c1-44cb-47c2-9a97-d8a8f2ce945c,12 - 13,A-Level,Algebra and functions,C2.A.1,Simple algebraic division; use of the Factor Theorem and the Remainder Theorem.
44ba4f92-2ad3-4181-ba84-836f27b139a2,12 - 13,A-Level,Sequences and series,C2.S.2,Binomial expansion of (1 + x)n for positive integer n.
adf89edf-6793-40f9-a3df-8c1aae94ec93,12 - 13,A-Level,Sequences and series,C4.S.1,Binomial series for any rational n.
148fc723-4f30-4cc3-b238-bf89dc8dfb73,12 - 13,A-Level,Algebra and functions,C3.A.1,"Simplification of rational expressions including factorising and cancelling, and algebraic division"
e56e098d-33e6-45c4-abbd-9238208a80ec,12 - 13,A-Level,Algebra and functions,C1.A.3,Quadratic functions and their graphs.
5f7f35d4-ae4d-41fb-be4f-a7ab1b5b6aeb,12 - 13,A-Level,Algebra and functions,C3.A.2,Definition of a function. Domain and range of functions. Composition of functions. Inverse functions and their graphs.
7bbee086-bdb1-4121-a22c-396dd3d4eaec,12 - 13,A-Level,Algebra and functions,C1.A.10,"Knowledge of the effect of simple transformations on the graph of y = f(x)  as represented by y = af(x), y = f(x) + a,
y = f(x + a), y = f(ax)."
caf0aa8b-bf71-4de1-b129-52e7a4f8db95,12 - 13,A-Level,Algebra and functions,C1.A.9,Graphs of functions; sketching curves defined by simple equations. Geometrical interpretation of algebraic solution of equations. Use of intersection points of graphs of functions to solve equations.
efe37a19-3778-49c3-9177-b9c0a432ee5f,12 - 13,A-Level,Numerical methods,C3.N.1,Location of roots of f(x) = 0 by considering changes of sign of f(x) in an interval of x in which f(x) is continuous.
db3bd2d4-2abe-4eb1-a4fe-e33f61a6b1c1,12 - 13,A-Level,Exponentials and logarithms,C3.E.1,The function ex and its graph.
4ed69a48-1ee0-4bb3-b445-679dd389ccac,12 - 13,A-Level,Numerical methods,C3.N.2,"Approximate solution of equations using simple iterative methods, including recurrence relations of the form xn+1 = f(xn )"
4dba0f7a-0bc2-44e7-a8ea-b01d5994f074,12 - 13,A-Level,Algebra and functions,C4.A.1,Rational functions. Partial fractions (denominators not more complicated than repeated linear terms).
a597a3e9-4744-420e-89ad-044096786132,12 - 13,A-Level,Exponentials and logarithms,C3.E.2,The function ln x and its graph; ln x as the inverse function of ex .
e5d806ed-5f08-44e5-8702-034f24731e7b,12 - 13,A-Level,Exponentials and logarithms,C2.E.1,Y = ax and its graph.
1243aff0-5444-4686-9543-3a259ae500de,12 - 13,A-Level,Exponentials and logarithms,C2.E.2,Laws of logarithms
652683d9-7ea8-4d52-9d60-84069a0362e3,12 - 13,A-Level,Exponentials and logarithms,C2.E.3,The solution of equations of the form ax = b.
b41e8a71-d452-4b9f-b02b-3305818f1977,12 - 13,A-Level,Trigonometry,C2.T.2,"Radian measure, including use for arc length and area of sector."
e863c584-1cd5-4a31-9c32-4d88c1a6e787,12 - 13,A-Level,Trigonometry,C2.T.3,"Sine, cosine and tangent functions. Their graphs, symmetries and periodicity"
43aa9115-7447-4cb7-8026-5d2ed69d9b58,12 - 13,A-Level,Trigonometry,C2.T.3,"Sine, cosine and tangent functions. Their graphs, symmetries and periodicity."
789434da-546e-4c02-a5d0-957698ed8977,12 - 13,A-Level,Trigonometry,C3.T.1,"Knowledge of secant, cosecant and cotangent and of arcsin, arccos and arctan. Their relationships to sine, cosine and tangent. Understanding of their graphs and appropriate restricted domains."
e5b07707-29ee-4c5b-bca2-4c50402f2391,12 - 13,A-Level,Trigonometry,C3.T.2,Knowledge and use of sec2 θ = 1 + tan2 θ and cosec2 θ = 1 + cot2 θ
